reviewId,competitor,rating,publishedDate,text,relevance,user_type,user_type_confidence,complaint_themes,severity,manual_relevance,manual_user_type,primary_complaint_theme,secondary_complaint_theme,manual_complaint_themes,manual_severity,theme_rationale,severity_rationale,manual_notes,annotation_method,annotation_status,annotation_confidence
66f5777a64967551f4726d49,Yell,3,2024-09-26 17:02:18+00:00,You tell me you will get loads of work for wot I pay a month have ad 2 jobs off it,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Poor ROI / expensive leads,,Poor ROI / expensive leads,Medium,Primary: Poor ROI / expensive leads,"Meaningful service, financial, trust, support, or account failure",Business says promised work volume did not materialise.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69dec4160930bf2a86d51730,Yelp,1,2026-04-15 00:47:50+00:00,"These guys are parasites sucking the lifeblood out of small businesses. They hide all the positive reviews and then turn around and try to sell you expensive advertising. When it comes to the authenticity of a recipe, they don't care at all. If a customer leaves a nonsensical review, Yelp refuses to remove it. For example, if you sell champagne and a customer complains that the wine is 'carbonated and terrible' — you explain to Yelp that this is exactly how the product is supposed to be, but they couldn't care less. They prioritize ignorance over authenticity just to keep their platform messy and force you to pay.",Relevant,Service Provider / Business,High,Other / Manual Review,Low,Relevant,Service Provider / Business,Review trust / moderation,,Review trust / moderation,Medium,Primary: Review trust / moderation,"Meaningful service, financial, trust, support, or account failure",Business owner alleges Yelp hides positive reviews and pressures businesses to buy ads.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
68aefc7858493344191d4de1,Checkatrade,2,2025-08-27 14:39:20+00:00,Used Checkatrade twice during the last 12 months to find tradespeople.  I have not been very impressed with the tradespeople I have found on there and would not use them in future to find further tradespeople.  In contrast Rated People provided me with an excellent plumber who fitted my radiators a couple of weeks ago.,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Primary: Provider quality / no-show,"Meaningful service, financial, trust, support, or account failure",Customer used Checkatrade twice and was unimpressed with tradespeople found.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69d995467adf3a7080b7c42b,Yell,1,2026-04-11 02:26:46+00:00,"I have been missold a marketing package. I get no calls and I am being charged £168 a month for absolutely nothing. Big scam, do not sign up with yell.",Relevant,Service Provider / Business,High,Other / Manual Review,Low,Relevant,Service Provider / Business,Misleading claims / transparency,,Misleading claims / transparency,Medium,Primary: Misleading claims / transparency,"Meaningful service, financial, trust, support, or account failure",Business says marketing package was mis-sold and produced no calls while charging monthly.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a6a8ac93970f54640efbfb5,Checkatrade,1,2026-07-30 01:20:41+00:00,"I just started my gardening business and looked into using Checkatrade.
I got into contact with them and concluded it wasn't for me as they are too expensive for the limited amount of business they would bring in (they could gauge how much they could bring in in my area).

But that's all fine. The ANNOYING thing is that they keep e-mailing me, keep texting me and no matter how many times I unsubscribe or block their number they KEEP CONTACTING ME.
It's super annoying and I wished I never heard of them.

Don't waste your time, they are expensive and really obnoxious with their communications!

Edit: Per reply from this company I tried to contact their customer support, however the email address they gave me DOESN'T EXIST! (And I copy-pasted, so I didn't make a typo)",Relevant,Customer,Medium,Pricing / quote transparency,Medium,Relevant,Service Provider / Business,Poor ROI / expensive leads,,Poor ROI / expensive leads,Medium,Primary: Poor ROI / expensive leads,"Meaningful service, financial, trust, support, or account failure",Prospective Checkatrade business user rejected the cost/value and then received repeated unwanted emails/texts.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a0890685f86ebe6379e8bb7,Yelp,1,2026-05-16 17:42:32+00:00,"I am deeply disappointed with how this platform operates. They routinely filter out legitimate, detailed reviews from real customers while leaving questionable ratings untouched. Their algorithm lacks transparency and actively hurts community trust. Navigating their customer support provides no real help or resolution. I am switching to alternative platforms that offer better transparency and fairness.",Review,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Review trust / moderation,Customer support,Review trust / moderation | Customer support,Medium,Primary: Review trust / moderation; Secondary: Customer support,"Meaningful service, financial, trust, support, or account failure","Review focuses on Yelp review filtering, lack of transparency and ineffective support; no business-owner context is explicit.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a59516633557811a91539eb,Yelp,1,2026-07-16 23:47:18+00:00,"As the title says, this site is quite simply, horrible.  Everything about it is a pay-to-win scam. 
Yelp pays to keep their results at the top of Google searches, which they can easily afford because their entire business model is; The more you pay, the better your business is rated and more visible it is, on their site.  Leave an honest negative review of a business that's paying for ads/promotion on Yelp, all of a sudden it's gone.  Funny how business that aren't pumping money into Yelp don't get that ""benefit"".
The shady practices continue on mobile, where Yelp forces people to use the app once a mobile device is detected.  This is because they have some of the most intrusive, privacy invading, permissions in the app.  The app is also crammed with ads, on top of the businesses paying for ""protection"" from negative reviews and boosting their visibility.  
Finally, it's obvious many, MANY reviews are fake, just compare reviews on Yelp to those for the same business on Google.
",Relevant,Customer,Medium,Review trust | Privacy / unwanted contact,Medium,Relevant,Customer,Review trust / moderation,Privacy / unwanted contact,Review trust / moderation | Privacy / unwanted contact,Medium,Primary: Review trust / moderation; Secondary: Privacy / unwanted contact,"Meaningful service, financial, trust, support, or account failure","User alleges pay-to-win review manipulation, forced app use and intrusive permissions.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a0208c2a6edb7ee1c85270f,Yelp,1,2026-05-11 18:50:10+00:00,"Very disappointed with Yelp. Since starting ads with them, I have received mostly spam and scam calls instead of real customers. Some callers were asking for debit and credit card information, which was very concerning.  

I also tried contacting customer service to cancel the ads, but the experience was not helpful. On top of that, some real 5-star customer reviews on my business page were hidden, which made it even more frustrating.  

I spent money expecting real leads and support, but my experience was the opposite. I would not recommend Yelp for small businesses.",Relevant,Service Provider / Business,High,Privacy / unwanted contact,Medium,Relevant,Service Provider / Business,Poor ROI / expensive leads,Account access / cancellation,Poor ROI / expensive leads | Account access / cancellation,Medium,Primary: Poor ROI / expensive leads; Secondary: Account access / cancellation,"Meaningful service, financial, trust, support, or account failure","Business says ads produced spam/scam calls, cancellation support failed and legitimate positive reviews were hidden.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6934e0aea16679f71d12e49b,Yell,3,2025-12-07 04:04:31+00:00,"I just feel what I’m paying for ain’t worth the money… need to communicate more, ask to improve website, feel it lacks in. 
It shouldn’t be about money, I get the impression it is.. disappointing :( ",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Poor ROI / expensive leads,,Poor ROI / expensive leads,Medium,Primary: Poor ROI / expensive leads,"Meaningful service, financial, trust, support, or account failure",Business feels monthly spend is poor value and website/communication need improvement.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a668f0622c420243e3dac1f,Bark,1,2026-07-27 00:49:42+00:00,Constantly spamming our business after asking several times not to Lucy Thompson ,Relevant,Service Provider / Business,High,Privacy / unwanted contact,Medium,Relevant,Service Provider / Business,Privacy / unwanted contact,,Privacy / unwanted contact,Medium,Primary: Privacy / unwanted contact,Persistent unwanted contact or meaningful privacy concern,Business reports continued spam after repeated requests to stop.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a0d84a81e2f260e46e854d7,Yell,1,2026-05-20 11:53:44+00:00,"Horrible service. Website turned off on Thursday, still waiting for it to be turned back on. Was given 24 hrs last Thursday, given 3-4 hrs on Monday, was made Urgent yesterday. Still nothing. Time to take control of my own website I think. ",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Platform usability / technical issues,,Platform usability / technical issues,Medium,Primary: Platform usability / technical issues,Technical failure prevented or materially disrupted use,Business website remained offline despite repeated urgent restoration promises.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a552fb71859414a5409206c,Checkatrade,2,2026-07-13 20:34:31+00:00,"I’ve used this site in the past and have noticed a definite downturn in responses from the tradespeople. I had 4 replies for my job, and had to chase every single one of them, despite their willingness to quote. I closed 2 off after 3 chases and closed the 3rd as they stopped communicating after an initial single message exchange. I did go with the other one, but my was it tedious sorting it ",Relevant,Customer,High,Other / Manual Review,Low,Relevant,Customer,Finding a provider / low response,,Finding a provider / low response,Medium,Primary: Finding a provider / low response,Core marketplace task produced little/no usable provider response,Customer had to repeatedly chase tradespeople and several stopped communicating.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a2153855a738235a49cf3b2,Bark,3,2026-06-04 12:29:26+00:00,A bit too complicated ,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Platform usability / technical issues,,Platform usability / technical issues,Low,Primary: Platform usability / technical issues,Minor inconvenience or friction without clear material harm,"Short usability complaint; customer-side use is the most likely context, though detail is limited.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a61e27c3a15aa275610baeb,Bark,1,2026-07-23 11:44:28+00:00,No one responded. I wonder if my request even went through. Thx,Relevant,Customer,High,Finding a provider / low response,Medium,Relevant,Customer,Finding a provider / low response,,Finding a provider / low response,Medium,Primary: Finding a provider / low response,Core marketplace task failed or produced little/no provider response,Customer received no response and doubts request went through.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
68c1701d3e55db31225ccfd9,Checkatrade,3,2025-09-10 14:33:33+00:00,"Did not get any response. 
Disappointed  really",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Finding a provider / low response,,Finding a provider / low response,Medium,Primary: Finding a provider / low response,Core marketplace task failed or produced little/no provider response,Customer received no response.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a558bda89732cb560d8dc87,Bark,3,2026-07-14 03:07:38+00:00,"Vous ne prenez pas en compte les professionnels de l'outre-mer (Martinique) car le numéro de téléphone n'est pas supporté. Je vous mettrai 5 étoiles dès que la France sera couverte par vos services. Je travaille à distance depuis la Martinique et tous mes clients en France hexagonale sont extrêmement satisfaits de mon travail et de ma rapidité (je travaille en plus en horaires décalés à cause du décalage horaire, ce qui est particulièrement intéressants sur de nombreux projets). Autrement je suis satisfait de la plateforme. Il manque peu de choses pour  un 5/5",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Platform usability / technical issues,,Platform usability / technical issues,Low,Primary: Platform usability / technical issues,Minor inconvenience or friction without clear material harm,Professional in Martinique cannot register/use supported phone number despite serving mainland France.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a6b05ed9e95649e0aad502a,Bark,1,2026-07-30 10:06:05+00:00,emailed me about a fake job they wanted me to do then when asked to remove from the scam system they just kept asking me more questions. had to report them to ICO as they wont do what I ask.,Relevant,Unknown,Low,Privacy / unwanted contact,Medium,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Primary: Fake / invalid leads,"Meaningful service, financial, trust, support, or account failure","Business says Bark sent a fake job and would not remove them/data from the system, leading to ICO report.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6847f9aa2235bfe4df6006ff,Checkatrade,2,2025-06-10 11:23:54+00:00,I completed my details with checkatrade and did receive emails of offers to quote. I didn't find the site easy to move around. Clicking on review i was asked to complete a review rather than read reviews. ,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Platform usability / technical issues,,Platform usability / technical issues,Low,Primary: Platform usability / technical issues,Minor inconvenience or friction without clear material harm,Tradesperson found site navigation and review-reading flow confusing.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a04a37e72f0d5ed312074d7,Yelp,1,2026-05-13 18:14:54+00:00,"Yelp! refuses to factor in negative reviews of DLE Contracting (of Clarksville, TN), whose owner Dalton Levi Eatherly regularly livestreams himself harassing random African-Americans in Nashville, TN, and pointing a loaded gun at them when they react. An African-American family who used this company, based on Yelp's 5-star rating, could literally be endangering their lives. Yelp! must be BOYCOTTED, until they value the lives of people of color as much as the ""free speech"" of racist contractors.",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Review trust / moderation,,Review trust / moderation,Medium,Primary: Review trust / moderation,"Meaningful service, financial, trust, support, or account failure","Reviewer alleges Yelp suppresses safety-related negative reviews of a contractor, potentially endangering customers.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69e68cc1a45db760eabbd43b,Yelp,1,2026-04-20 22:29:53+00:00,"I’m a customer of Yalp for more than 10 years. This company is very bad.
Do not waste your money with them.",Review,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Poor ROI / expensive leads,,Poor ROI / expensive leads,Medium,Primary: Poor ROI / expensive leads,"Meaningful service, financial, trust, support, or account failure","Long-term Yelp customer says service is bad and not worth the money, without further detail.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69cbcb1d4215480d43835bda,Checkatrade,3,2026-03-31 15:24:46+00:00,"I used Checkeatrade to find someone that could fit a Starlink 'dish' for me. They only gave me one option, who was supposed to contact me, but they never have. 
But the most irritating part, is the constant reminders to leave reviews from Checkatrade. 
I'm sure this service 'could' work well, but maybe that could do some following up with the companies they recommend.",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Finding a provider / low response,,Finding a provider / low response,Medium,Primary: Finding a provider / low response,Core marketplace task produced little/no usable provider response,"Only one provider option never contacted customer, while repeated review reminders were sent.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69f9e982d544eb9de7d4f2fd,Yelp,1,2026-05-05 14:58:42+00:00,"I submitted a request for bids on YELP and I got only one reply and that was doubled the price that I received from another fencing company not on YELP. I posted my experience on YELP about the YELP recommended vendor, and they deleted it. Why? don’t know except that they didn’t like the fact that I noted my experience was less then satisfactory. So to make it clear to the reader here I had 1800 feet of wire fence to be put up. All brush and old fencing materials was removed and ground graded.  So my complaint isn’t about the bid variance ($4.00 a foot versus $10.00 a foot), but how YELP handled the review. I will never use YELP again.",Relevant,Customer,High,Other / Manual Review,Low,Relevant,Customer,Finding a provider / low response,,Finding a provider / low response,Low,Primary: Finding a provider / low response,Minor inconvenience or friction without clear material harm,Customer received only one overpriced bid and says Yelp later deleted the review of the recommended vendor.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69b7fd7c2c38f11207d2e25f,Yell,1,2026-03-16 14:54:20+00:00,"Do not use this company to set up your website no cooling off period if you are unhappy with the results, even if you let them know before a month in to your contract you are tied in to a year. My husband wanted to cancel his contract with immediate effect but Yell do not take him seriously and will not cancel the contract. Our solicitor told us to cancel the direct debit and we might take Yell to court if they continue to take my husbands money after he has continuously complained about the terrible service he has received and is now getting messages demanding setting up the direct debit for a website we don’t want!!! ",Relevant,Service Provider / Business,Medium,Billing / refunds,Medium,Relevant,Service Provider / Business,Account access / cancellation,Billing / refunds,Account access / cancellation | Billing / refunds,Medium,Primary: Account access / cancellation; Secondary: Billing / refunds,"Meaningful service, financial, trust, support, or account failure","Business website customer alleges no cooling-off/cancellation, poor service and continued payment demands.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
68c06903bdb7b641f3742c03,Yelp,1,2025-09-09 19:50:59+00:00,"È una truffa! Se non volete rovinare la vostra vacanza e perdere dei soldi cambiare rental!!! 
Per ritardo del nostro volo non siamo riusciti a ritirare la macchina la sera. Siamo tornati al mattino e ci hanno riferito che non avremmo avuto diritto né al rimborso, né alla macchina, poiché essendo venuti il giorno dopo la prenotazione è cancellata. Quindi abbiamo perso soldi e siamo pure rimasti senza macchina! 

Per di più pieno di gente che si lamenta a qualsiasi ora del giorno. Dovrebbero essere illegali! ",Review,Unknown,Low,Other / Manual Review,Low,Exclude,Not applicable,Not applicable,,Not applicable,Not applicable,Primary: Not applicable,Excluded/off-topic review,"Review is solely about a rental-car company, not Yelp.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69c20bff88f3fdcc1ba93eda,Yell,1,2026-03-24 05:58:55+00:00,"0 Stars 
Never advertise with this company , you get phone call after phone call promising you the world from a pushy salesman , you then sign up not knowing you will
Be trapped in a 1 year contract no cooling off period even if you decide 8 hours later that it’s not right for your company , if the advertising’s isn’t working you still have to pay the high fees each month with no return to your investment I recommend all business stay clear of this company complete waste of time you will regret signing up with them . ",Relevant,Service Provider / Business,High,Poor ROI / expensive leads,Medium,Relevant,Service Provider / Business,Sales pressure / contract terms,Poor ROI / expensive leads,Sales pressure / contract terms | Poor ROI / expensive leads,Medium,Primary: Sales pressure / contract terms; Secondary: Poor ROI / expensive leads,"Meaningful service, financial, trust, support, or account failure",Business says pushy sales hid one-year lock-in and advertising produced no return.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a5f4643bb7e3f6a4f64fcf0,Bark,1,2026-07-21 12:13:23+00:00,"No response to my request for a dog sitter, but Bark still wanted my contact details before allowing me to view the results.  ",Relevant,Customer,High,Finding a provider / low response,Medium,Relevant,Customer,Finding a provider / low response,,Finding a provider / low response,Medium,Primary: Finding a provider / low response,Core marketplace task failed or produced little/no provider response,Customer got no dog-sitter response and disliked being required to provide contact details before seeing results.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
695c44f07b6d5e0c2b60485f,Bark,2,2026-01-06 01:10:40+00:00,"I used your platform for 2 different vendors and although 1 turned out fine, I now realize I was scammed by the other. Chef Jay (Jacob Collins) from Indulgence Dining required a 70% deposit,  of which I paid and then he never showed up for the job.",Relevant,Customer,Medium,Provider quality,Medium,Relevant,Customer,Provider verification / safety,Provider quality / no-show,Provider verification / safety | Provider quality / no-show,High,Primary: Provider verification / safety; Secondary: Provider quality / no-show,Fraud/scam allegation with actual money or deposit involved,"Customer says vendor took 70% deposit and never showed, describing it as a scam.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6953a300629ee2dc1cc8d29c,Yell,2,2025-12-30 12:01:36+00:00,"I’ve been left weeks without my own web site from beginning of Christmas I’m still without. My previous sight was simply removed from other company earlier…
I will have to ask for my money back.",Relevant,Service Provider / Business,Medium,Billing / refunds,Medium,Relevant,Service Provider / Business,Platform usability / technical issues,Billing / refunds,Platform usability / technical issues | Billing / refunds,Medium,Primary: Platform usability / technical issues; Secondary: Billing / refunds,"Meaningful service, financial, trust, support, or account failure",Business has been without its website for weeks and plans to seek refund.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69a829d492023b9727df3821,Yelp,1,2026-03-04 14:47:16+00:00,"On January 2, 2026 Jaworski Concrete was pouring concrete on the in Fallschase for Premier Construction. Jaworski Concrete truck was parked in the middle of the road in the front of my driveway. No emergency vehicles could come down Landry Ln. We could not even pull our car/truck out of the driveway. We were prisoners in our own home for 4 to 5 hours. I spoke to Jim the leader of Jaworski Concrete, he said you moved in a subdivision where construction is going on, if you don't like construction, you should not have moved in this subdivision. He was so rude he SPIT on the grass in our front yard right in front of me. I asked Jim not to SPIT on my grass, he said, would you rather I SPIT on your concrete. I called the Tallahassee Police department and they dispatched TPD out to our house. Jaworski had moved all their concrete trucks out of the middle of the road an open lot where they should have their personal cars and trucks. They don't own the street & people who live there should have rights. All the construction workers think they can do what they with your property, the road in front of your house, block your driveway and even put their trash in my garbage can. Your workers have no respect for the homeowner's, no self-respect no regard for anything except for getting their job done no matter who's rights they infringe on. Jim needs to stop SPITTING IN MY YARD. He is one of the rudest, most obnoxious people that I have ever met. Jim just SPIT in my yard on purpose, not because he really had to SPIT. TPD said we have a right to pull out of our driveway at anytime. The Jaworski Concrete trucks are on they are parked in front of our driveway. We cannot pull in or back out of our driveway. I called Jaworski Concrete located on Woodville Hwy, left a message for the owner to call me & I never received a return call. Your workers personal cars and your construction trucks take over the road. Something needs to be done, so we have access to our driveway and NO SPITTING IN OUR YARD.",Review,Unknown,Low,Other / Manual Review,High,Exclude,Not applicable,Not applicable,,Not applicable,Not applicable,Primary: Not applicable,Excluded/off-topic review,"Review is solely about Jaworski Concrete, not Yelp.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a467c1709e9d4737a21f3e6,Yell,1,2026-07-02 16:56:23+00:00,"I used Yell.com for a 6-month paid advertising campaign and the results were extremely disappointing.

Despite paying for the service over several months, the campaign failed to generate any meaningful commercial return. In fact, the revenue generated from the campaign was significantly lower than what I had previously achieved through another provider/company. For a paid advertising service, that level of performance is unacceptable.

The issue was not just poor results; it was the overall lack of value. When a business invests in paid ads, the expectation is simple: measurable leads, proper campaign oversight, and a return that justifies the spend. In my experience, Yell.com delivered none of that at a commercially reasonable level.

After 6 months, I was left with wasted budget, poor lead generation, and no real confidence that the campaign was being managed in a way that protected my business interests.

Based on my experience, I would not recommend Yell.com for paid advertising unless you are prepared to risk spending money with little to no meaningful return. For businesses that rely on real enquiries and actual revenue, I would strongly suggest looking elsewhere.
",Relevant,Service Provider / Business,High,Poor lead quality,Medium,Relevant,Service Provider / Business,Poor ROI / expensive leads,,Poor ROI / expensive leads,Medium,Primary: Poor ROI / expensive leads,"Meaningful service, financial, trust, support, or account failure",Paid Yell advertising generated poor leads and inadequate commercial return over six months.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
68952e5993c602499ca38d67,Checkatrade,2,2025-08-08 00:53:13+00:00,"Checkatrade used to be great, however more recently tradespeople on this site have consistently not bothered to reply, or not followed up once they have sent msg saying they’re interested in the job. 

There is no feedback mechanism in Checkatrade to capture this, so members continue to do it. ",Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Finding a provider / low response,,Finding a provider / low response,Medium,Primary: Finding a provider / low response,Core marketplace task failed or produced little/no provider response,Tradespeople repeatedly failed to reply/follow through and platform lacks feedback mechanism for this behaviour.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a58b6dec868b47917520300,Checkatrade,3,2026-07-16 12:47:58+00:00,Easy to use site. Had about 4 responses to my advert but not had the job accepted and done as yet,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Customer,Finding a provider / low response,,Finding a provider / low response,Low,Primary: Finding a provider / low response,Minor inconvenience or friction without clear material harm,Customer received responses but job still had not been accepted/completed.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a74756d4e185ac9c9119bd6,Bark,1,2026-08-06 13:52:13+00:00,"Scraped our email off the internet, started sending unsolicited emails about DJ services.

Have never contacted them, nor intend to.

just spam ",Relevant,Unknown,Low,Privacy / unwanted contact,Medium,Relevant,Service Provider / Business,Privacy / unwanted contact,,Privacy / unwanted contact,Medium,Primary: Privacy / unwanted contact,Persistent unwanted contact or meaningful privacy concern,Business says Bark scraped its email and sent unsolicited service emails.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a45087703a3901aa496af3b,Yelp,1,2026-07-01 14:30:48+00:00,I am a small business owner and Yelp coerced me into purchasing an ad package claiming an 80% increase in potential clientele. After one month and $400 I had zero new leads and no new clients. Yelp shows you these colorful charts with organic lead and none of it is true. The are undermining small business and no small business should use their services. ,Relevant,Service Provider / Business,High,Other / Manual Review,Low,Relevant,Service Provider / Business,Misleading claims / transparency,,Misleading claims / transparency,Medium,Primary: Misleading claims / transparency,"Meaningful service, financial, trust, support, or account failure",Small business says Yelp ads promised large client increase but produced zero leads/clients after $400.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a58ac9b415128e0c93f063a,Bark,2,2026-07-16 12:04:11+00:00,Sehr schlechte lead Qualität unterirdisch ,Relevant,Unknown,Low,Other / Manual Review,Low,Relevant,Service Provider / Business,Poor lead quality,,Poor lead quality,Medium,Primary: Poor lead quality,"Meaningful service, financial, trust, support, or account failure",German review states lead quality is extremely poor.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
69d401148ba4440cea30fdea,Checkatrade,2,2026-04-06 20:53:08+00:00,The promised tradesperson did not show up on the agreed date. On contacting Checkatrade to explain the position it was left wholly to myself to sort out the issue. When I did get the tradesperson to my house it transpired that he had not been provided with my address by Checkatrade Express. A poor experience on this ocassion I thought.,Relevant,Customer,Medium,Provider quality,Medium,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Primary: Provider quality / no-show,"Meaningful service, financial, trust, support, or account failure",Tradesperson no-showed; customer was left to resolve it and address was not passed to provider.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
67532a2cf189ae8a92bdc375,Yelp,1,2024-12-06 18:45:32+00:00,"Esperienza deludente con il servizio clienti e la consegna”


“Ho ordinato una lavatrice su Amazon il 28 novembre, con consegna programmata per il 2 dicembre. Oggi è il 6 dicembre e il prodotto non è ancora stato consegnato. Ho contattato il servizio clienti tre volte per cercare di capire quando sarebbe arrivato, ma ogni volta mi sono trovato davanti a un muro di gomma. Gli operatori non avevano informazioni precise, non sapevano darmi una data certa né fornirmi una soluzione concreta.

Trovo questa situazione assolutamente inaccettabile, sia per l’assenza di trasparenza che per la mancanza di assistenza reale. Mi aspettavo un servizio molto più organizzato e proattivo da Amazon, considerando la serietà che di solito viene associata al marchio. Purtroppo, questa esperienza ha minato la mia fiducia.”",Review,Unknown,Low,Other / Manual Review,Low,Exclude,Not applicable,Not applicable,,Not applicable,Not applicable,Primary: Not applicable,Excluded/off-topic review,"Review is solely about Amazon delivery/customer service, not Yelp.",AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
6a583215ad5e1229d6ceec08,Yelp,1,2026-07-16 03:21:25+00:00,"★☆☆☆☆

If I could give less than one star, I would.

My experience with Yelp Ads has been extremely disappointing. 
The sales process felt aggressive, and canceling the service has been far more difficult than signing up. 
There is no clear option to cancel online through the app or business dashboard. Instead, I was told I must call during business hours just to stop my advertising.

As a small business owner, I found this process frustrating and unnecessarily time-consuming. 
I also felt pressured during my interactions with Yelp. 
Businesses should be able to cancel their subscriptions as easily as they can start them.

I cannot recommend Yelp Ads based on my experience.",Relevant,Service Provider / Business,High,Other / Manual Review,Low,Relevant,Service Provider / Business,Sales pressure / contract terms,Account access / cancellation,Sales pressure / contract terms | Account access / cancellation,Medium,Primary: Sales pressure / contract terms; Secondary: Account access / cancellation,"Meaningful service, financial, trust, support, or account failure",Business describes aggressive ad sales and an unnecessarily difficult cancellation process.,AI-assisted annotation by ChatGPT; refined primary/secondary theme and impact-based severity pass,reviewed_v3_theme_severity,high
