reviewId,rating,publishedDate,text,competitor,year,manual_relevance,manual_user_type,primary_complaint_theme,secondary_complaint_theme,manual_complaint_themes,manual_severity,annotation_method,annotation_status,audit_relevance,audit_user_type,audit_primary_theme,audit_secondary_theme,audit_severity,audit_notes
6a535b402e002205de0821c5,3,2026-07-12 11:15:44+00:00,"Not as easy as expected, many traders do not reply, or seemed to be interested but then ghosted. One came to visit which I had to spend 1.5hours to the property to meet, he said the next day would give me a quote, eventually disappeared. One called and said would come by 5pm then calling at 1pm said they cannot do it. 
The chat makes it hard to navigate because you cannot delete those trader who does not reply. Ending up you have 20conversations, none of them works. ",Checkatrade,2026,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a315d400210454e6efed983,1,2026-06-16 16:27:13+00:00,"We spend many thousands of pounds with Checkatrade yearly and unfortunately our experience has become increasingly disappointing.

Our account seems to be changed regularly without proper discussion, and despite a significant drop in lead volume (around 23%), we are repeatedly told that everything is performing well. Whenever results decline, the answer appears to be to spend more money. When we increase our spend, performance may improve for a short period before dropping off again, followed by another recommendation to increase our budget.

It increasingly feels as though success on the platform is determined by who spends the most money rather than who is the best and most suitable tradesperson for the job.

Trying to get support has also become frustrating. Before speaking to an actual person, we had to navigate an AI answering service that wasn’t configured correctly. When we finally spoke to an advisor, they appeared unfamiliar with key aspects of our account and were unaware that parts of our package appeared to be conflicting with each other.

After raising a formal complaint, we were promised a callback within 24 hours. Unsurprisingly, no one contacted us.

One of the biggest losses has been the removal of dedicated account managers for larger spending accounts. Previously, there was someone who understood our business and could proactively help. Now it feels like managing a Checkatrade account is almost a full-time job in itself.

Checkatrade was once about helping customers find reputable, trustworthy tradespeople. Sadly, from our experience today, it feels far more focused on advertising spend than matching customers with the right contractor.

Based on our experience, we would not recommend tradespeople rely heavily on this service and are actively considering moving our business elsewhere.",Checkatrade,2026,Relevant,Service Provider / Business,Misleading claims / transparency,Customer support,Misleading claims / transparency | Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69d8f26356c28d287be31beb,2,2026-04-10 14:51:47+00:00,"I've used Checkatrade before and had good experiences (hence, the 2 stars instead of 1), so I'm leaving this review only to warn others that a ""Verified Tradesperson"" profile does not guarantee that someone is genuine.

I needed an urgent repair done within 48 hours, and this person was the only one who said he could do it in time. He asked for a deposit for materials, which I reluctantly paid because his profile showed ""Address Checked"" and ""Identity Checked,"" and he had a few reviews and photos of previous work. He never showed up, stopped responding to calls and messages, and the profile was then cancelled. When I reached out to Checkatrade, they told me to report it through their online system, and that it would take up to two working days to hear back from them.

I'm now left with broken floor joists in urgent need of repair, less money, and less time to find someone else. ""Verified Tradesperson"" clearly does not mean scam-proof.",Checkatrade,2026,Relevant,Customer,Provider verification / safety,,Provider verification / safety,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a3e4a13ee191653ba0bc594,3,2026-06-26 11:44:51+00:00,I dont like the fact you can't browse registered traders and end up with unverified unchecked traders who are of no interest because their standards are poor ,Checkatrade,2026,Relevant,Customer,Provider verification / safety,,Provider verification / safety,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69e119bf2bd9ab2f23cb016a,2,2026-04-16 19:17:51+00:00,"Your customer service misled me into registering. Despite asking several times if you provides direct clients, I was never informed that you do not provide direct clients and only offer leads. It became clear that the focus was on your own benefit rather than being transparent with me. ",Checkatrade,2026,Relevant,Customer,Misleading claims / transparency,,Misleading claims / transparency,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
65a66428b65a2b0267f65ebe,3,2024-01-16 13:10:32+00:00,"I’ve only been on yell for a week was told that I’d get continued support but haven’t heard anything from them, I’m paying £135 per month to be on the top spot but I have only had a single phone call from customers, great idea but not enough support",Yell,2024,Relevant,Service Provider / Business,Customer support,,Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69cb9331461f8edce59da4f1,1,2026-03-31 11:26:09+00:00,"Awful experience, customer service is rubbish, service is rubbish! Waste of £3,800 now I am finally cancelling and want to add my domain name to ENOM I keep getting promised call backs that never happen! Do not trust this company!",Yell,2026,Relevant,Customer,Customer support,,Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a0727a1f288784902048cb4,1,2026-05-15 16:03:14+00:00,"poor customer service, password reset does not work and we never received an email with reset link. chatbot and people on the chat are useless. ",Yell,2026,Relevant,Customer,Customer support,,Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
691c74ad22b810fdff6389ba,1,2025-11-18 15:29:17+00:00,"I'm paying £300 a month for a advertising service, but have only received one lead in three months. 

That works out at £900 per lead......not great.",Yell,2025,Relevant,Service Provider / Business,Poor ROI / expensive leads,,Poor ROI / expensive leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
673f7943c8d9bb4a91668da2,2,2024-11-21 20:17:39+00:00,"I have had an account with yell for 5 years which also includes email addresses. within the last 3 weeks 4 times i have had no access which lasts a couple of days at a time which means no access to clients. 
contacted customer service and was told they know theres a problem and they are working hard to resolve it. ",Yell,2024,Relevant,Customer,Account access / cancellation,,Account access / cancellation,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a6b457eeafd720b5e45bb4c,1,2026-07-30 14:37:18+00:00,Company just takes takes … never actually solves the problem! Don’t advertise with them a waste of time. 6k in and not a single job,Yell,2026,Relevant,Service Provider / Business,Poor ROI / expensive leads,,Poor ROI / expensive leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69d62aa43aad79ef9e0ef4dc,1,2026-04-08 12:15:00+00:00,"I started working with Yell in 2024 when my business was still fairly new. After a few months I upgraded to a better plan to try and increase the impact of my advertising. After speaking with my advisor at the time and making clear that I didn't want to enter into any long term commiments so I could still be flexible with my business, I was told that that play I was looking at, was a 6 month program. I accepted the offer and started on the new program. After a few months, I started using a new company for facebook advertising, which has provided me with a massive increase in the potency of our advertising. After discussing with the new company, I agreed to move my website and google pages over to them so everything linked together. When this was decided, I called Yell to inform them that I would be cancelling my plan, to which I was told that it was a 12 month term and not a 6 month term. The account is now being investigated by their internal team, and I have refused to make any further payments until the situation is resolved. In response, Yell have suspended all of my advertising, including my website, meaning that my customers have no way of seeing our website. 
Yell are clearly only focused on getting you to spend as much money with them as possible, and will constantly talk about increasing your plan, to the point of harrasment. If you're looking to use them, save yourself the trouble and don't bother. I wish I hadn't. ",Yell,2026,Relevant,Service Provider / Business,Sales pressure / contract terms,Billing / refunds,Sales pressure / contract terms | Billing / refunds,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6817987913c712d0220b2708,3,2025-05-04 18:40:25+00:00,"I was contacted by yell and have been dealing with John M nice man seemed to know his stuff decided to bite the bullet... £62 per month not bad for listing and advertising however 0 Enquiries, making the cost effectiveness of this venture very expensive I would now need at least 4 client to break even and each month just adds to it... sadly at this point not impressed with the results.",Yell,2025,Relevant,Service Provider / Business,Poor ROI / expensive leads,,Poor ROI / expensive leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
694ab72ebc45ac778df35d45,1,2025-12-23 17:37:18+00:00,Horrendous experience with yell.com they took my money. They offered me an amazing or so it seemed package only to put an old tracking number from Parker’s car parts on it. It was 11 months before I realised why my wife was getting calls for Parker’s. They also put her private number down instead of the work number we use. The only offering for this absolute nightmare was 50% off my final bill. A total of £2856 i spent with them for no return at all because of the number being wrong. THEY DON’T CARE THEY JUST WANT YOUR MONEY. ,Yell,2025,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
661e5cc7e99915a0fd181a9d,2,2024-04-16 13:11:04+00:00,"Not very easy to communicate with this company. Once they sign you up and take your subscription payment, They put up their auto reply wall.  Support staff are good once you get through to them. However does not make up for fact that it does not communicate well with its paying customers. Does not explain well what product you are signing up ",Yell,2024,Relevant,Customer,Privacy / unwanted contact,,Privacy / unwanted contact,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
67740135303abe65f4931c53,3,2024-12-31 16:35:33+00:00,Too many errors and little notice taken of what we had asked for.,Yell,2024,Relevant,Service Provider / Business,Poor lead quality,,Poor lead quality,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a295fa21b5fcfd1066bb73f,1,2026-06-10 14:59:14+00:00,"You contacted us and explained you could help our company, made lots of empty promises about how you can help getting us extra leads, give us an amazing website, get us showing in other area on google, got us to sign a contract for £300 a month so far it’s been 4 months and no new leads, we’re not showing on google apart from the area we were already showing in.
We raised our concerns on more than one occasion and are told it takes time, we arrange appointments with you and when raising our concerns get talked over by your sales people who are clearly reading off of a carefully crafted answer sheet as it’s always the same answers when we asked questions.
Also told every time we’ve signed a 12 month contract and that’s that unless we wanted to expand our package and pay more money.
This has now become a situation where we pay for this service out of other jobs that don’t come from this advertising.
Would strongly recommend anyone reading this review to seek advertising with a platform that actually cares about your business and not about trying to cash in on your business like yell do, clearly don’t care about anything other than tying you into a contract so they can take money without providing any business or new leads to your company.
Complete scam ",Yell,2026,Relevant,Service Provider / Business,Poor ROI / expensive leads,Sales pressure / contract terms,Poor ROI / expensive leads | Sales pressure / contract terms,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
66bbd461a1ebbbb134e55a1b,2,2024-08-13 23:47:14+00:00,"Initially i was told so many benefits if i buy Yell product. Then long delays, now no one is there to support me. I am so so unhappy. Who shall i contact to ask any question? i have been left in the middle.
Honestly i need to speak to someone in Yell to report.
This is like a promise for lots but none completed. 
So many little mistakes which i told initially to correct still not been done. So annoyed ",Yell,2024,Relevant,Customer,Customer support,,Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a3c0f6cb86b76b94a9b63e9,1,2026-06-24 19:10:04+00:00,"Absolutely shocking customer service ! Lost the landline number I was assigned which was an absolute nightmare to sort out. Yell didn’t seem to care or understand how much they messed up. Feel like I’ve been conned into another 12 month package and don’t seem to get any phone calls or genuine leads, absolute rip off ! Not had any contact from them whatsoever since which was over 3 months ago, just take my money but never check in. Can’t wait until this contract is up so I can cancel everything and move my business as far away from Yell as possible. Avoid at all costs ! ",Yell,2026,Relevant,Service Provider / Business,Customer support,,Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a0f272760102723b675c5a3,1,2026-05-21 17:39:19+00:00,"Disappointing experience – ghosted after three long consultations
​I approached Yell to help streamline our website and manage our advertising. I had three separate, lengthy phone calls with a representative named Matthew, during which we thoroughly discussed our requirements and agreed on a strategy to rebuild our site and launch a campaign.
​Matthew was incredibly eager to secure our business that same day. He initially quoted a rolling monthly price that was slightly over our budget. He then asked if we would be willing to commit to a 12-month contract if he could secure a discount. We agreed, stating that if he could bring the cost down to our budget, we would sign up immediately. Matthew said he needed to get authorisation from his supervisor and promised to call us back by the end of the day.
​That was a week ago, and we have heard absolutely nothing from Matthew or anyone else at Yell.
​This is incredibly poor customer service. We wasted hours explaining our business needs and planning a strategy, only to be completely ghosted. I am very disappointed and certainly would not recommend Yell to any business looking for a reliable partner.",Yell,2026,Relevant,Service Provider / Business,Unresponsive leads,,Unresponsive leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a6a4cbf5b644b25151e0c51,1,2026-07-29 20:55:59+00:00,I registered for a business profile and wish I hadn’t bothered. I have never dealt with a company with such aggressive sales tactics in all my life. 8 missed calls and one email over the course of a day. Kept me on the phone for 15 minutes without even getting to the point of what they were trying to flog me. I’ve deleted my business profile as a result. Ridiculous.,Yell,2026,Relevant,Service Provider / Business,Sales pressure / contract terms,,Sales pressure / contract terms,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
66846ddd426b7ee8a306733c,2,2024-07-02 23:15:09+00:00,"It’s good the app is not to hard to use. As I’m not tech wise! Hence the sale was made by the support of all this which they would do… but actually I feel I’ve done all the work and yell should be paying me per click!! 
But I do feel like every company when your a new one that it’s jump in for the kill with a huge direct debit and false promises. I didn’t get no help or support it took weeks to get an induction. A I’ve found it’s not gave us any added business for the monthly out lay it is. Do I feel the year subscription was worth it! Nope",Yell,2024,Relevant,Service Provider / Business,Poor ROI / expensive leads,,Poor ROI / expensive leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
65f07b666211b9a0d9545933,3,2024-03-12 17:57:27+00:00,"My three-month experience with Yell Business has been incredibly disappointing. Despite promising increased traffic through Google ads and their platform, the reality fell short. As the owner of Speed Booking UK, which has flourished via Instagram and Facebook ads, I expected better results. Yell's website design was subpar even after multiple revisions, and the traffic I received was mostly spam calls and texts. Attempting to cancel my £360/month subscription proved futile, as I'm locked into a 12-month contract and faced threats of debt collectors. I urge potential Yell Business customers to explore alternatives like Google, Instagram, or Facebook ads. 

My client manager at Yell has been exceptionally supportive, and everyone I've interacted with has been understanding and helpful given my current circumstances. I have no complaints about any individual on the team. However, my main concern lies with the overall business practices. Entering into a 12-month contract without guaranteeing the expected results for the majority of customers feels unethical.

I'm still seeking to cancel my subscription, but doubt Yell's willingness to prioritize customer satisfaction over profit.

*Updated Review as of 15/09/2025*
Quick update – someone from the Yell team got in touch regarding my issue with the monthly subscription, and they were actually able to switch my package over to Google Ads instead of just promoting on Yell. Once they did that, I started seeing more clicks and better interaction with my business.

To be honest, I think Yell’s business model is focused way too much on pushing you to advertise on their own platform, even though barely anyone actually uses Yell to search for services anymore — most people just Google it. So the fact they prioritise their own listings over running proper Google Ads for you is a bit frustrating.

That said, the person I spoke to was helpful, and after switching to the Google Ads option, I did get better results. I ended up staying on for another 3–4 months before cancelling, which I did straight away once the term ended.

If you’re considering Yell, I’d definitely recommend pushing for the Google Ads package, not just their own platform listings. The listings are technically free, but honestly, the leads you get are low quality and not worth much. Get them to advertise your business on Google — that’s the only way you’ll see real value.

I’ve changed my review from 1 star to 3 stars because they eventually sorted the issue, but I still feel the service overall wasn’t worth the money I was paying.",Yell,2024,Relevant,Service Provider / Business,Poor ROI / expensive leads,Misleading claims / transparency,Poor ROI / expensive leads | Misleading claims / transparency,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69b7f3a00e374c431e107902,2,2026-03-16 14:12:16+00:00,"Contact yell to advertise are business to push new business .They did do the advert and built a site for us but communication is poor , don't answer emails .Web site person couldn't answer why element of the contact page won't work they just went silent.Was charged for the web site before even built ,complained but know answer ",Yell,2026,Relevant,Service Provider / Business,Fake / invalid leads,Billing / refunds,Fake / invalid leads | Billing / refunds,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a60afd561ac6707a67825a6,1,2026-07-22 13:56:05+00:00,"The whole experience felt like a scam call from an up and coming marketing firm trying to convince me to buy their service. The service offered wasn't great, heavy use of AI and everything about the experience and interaction was full of red flags. The 'show you what the customer sees' section of the call was misrepresentative of the truth and did not match up with an independent check of where the site ranks and what shows up in organic searches. I used to hold Yell and Yellow Pages in high esteem and trusted their brand. This experience destroyed al the trust I had in the brand and I don't think I would ever trust them again. I was really disappointed.",Yell,2026,Relevant,Service Provider / Business,Misleading claims / transparency,,Misleading claims / transparency,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6943f4051413bfab06a91df2,1,2025-12-18 14:31:01+00:00,"Yell.com are scammers don't be fooled by the name. They stole £3.8k from me for nothing , no jobs, very little leads, job portal not 1 person contacted me back. Keep your money and don't enter a contract with Yell.com. G&M Electrics Ltd, feel free to contact me.",Yell,2025,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6967abfb01c4dd6ff9575a93,1,2026-01-14 16:45:15+00:00,"Took over website and said they would improve / promote it
Charged lots of money
Decided I needed a new website
New website was worst than original 
Cost lots and got nothing avoid",Yell,2026,Relevant,Customer,Pricing / quote transparency,,Pricing / quote transparency,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a7611239bb715abf1505e11,1,2026-08-07 19:08:51+00:00,Still waiting for you to correct all the problems with my website and one of your managers promised to call me back on the day of my last phone call and hasn’t. Unfortunately I’m stuck in a 12 month contract with you otherwise i would have left. Save your money and go to a competent company if you are building a website for your business as yell will cause you stress and problems. TERRIBLE SERVICE AND CUSTOMER CARE!!!,Yell,2026,Relevant,Service Provider / Business,Customer support,,Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69049cb40df7b61262f2bcd3,1,2025-10-31 13:25:40+00:00,"We were with them for a year and saw no increase in business as a result of paid ads, campaigns etc.
Only upside is we have a better, more-functional website now but this could have been designed for cheaper elsewhere considering the total investment made.",Yell,2025,Relevant,Service Provider / Business,Poor ROI / expensive leads,,Poor ROI / expensive leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a4bbbfa7b8f76efc9a4d711,1,2026-07-06 16:30:18+00:00,"I've been with yell on an accelerate plan for 7 months i was on tier 1 to begin with, then bumped it up to tier 3 for 3 months to trial it

Tier one was poor a few leads, lots of tyre kickers, once I bumped it up to tier 3, considering it virtually doubled in price, I didn't get double the leads. 

On paper my campaigns were phenomenal in practicality they were abysmal. 

I was originally sold this on the premise that I have someone actively working on my website constantly. It wasn't. 

They reel you in showing all these impressive stats and graphs showing how poor your current website is and how much better it will be with YELL. Its not!

My previous website and ad campaign out preformed everything that they have done at a fraction of the cost.

7 months in and I'm still tied down to a contract with them for 5 more months but I've had to take back control of my ad campaigns myself and have even gone back to using my old website 

The ONLY benefit I've had from this is I've been able to reclaim the VAT

I urge anyone who is contemplating using YELL to manage your ads/website yourself or use someone else 

They're just snakeoil salesmen ",Yell,2026,Relevant,Service Provider / Business,Poor ROI / expensive leads,Sales pressure / contract terms,Poor ROI / expensive leads | Sales pressure / contract terms,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6691303fc6e4a85b3c4dd2ea,1,2024-07-12 15:31:43+00:00,"Il prezzo a mio parere è un po' esoso e non spenderei di nuovo questi soldi. Nessuno di adatto a me e penso di non aver chiesto la luna, alcune  persone proposte erano di fuori regione o provincia o comunque molto distanti. Altre persone non coincideva l età. La data è solo indicativa. Ovviamente parlo solo dell' agenzia nella mia città credo forse abbia più sedi.",Yelp,2024,Relevant,Customer,Poor matching / location,,Poor matching / location,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a236aa63dcfc463c98b0a61,1,2026-06-06 02:32:38+00:00,"Yelp is a quid pro quo organization.  If you don't know what that means, try pay-to-play. I was an early believer in Yelp when they were operating out of a house.  They could care less about people anymore, specifically Americans with Disabilities.  I wrote a 1* review about ""Appliance Repair Expert"" that they don't have a way to communicate with the deaf or mute. I'm a legitimate Yelper with 176 reviews.  It would be nice to post the texts this guy sent.  You would be shocked.  Meh.  I'll let my attorneys sort this out. ",Yelp,2026,Relevant,Customer,Review trust / moderation,,Review trust / moderation,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69e2579813af4f8cf832e6ba,1,2026-04-17 17:54:00+00:00,Yelp listed a negative review on my business that was inaccurate and fraudulent. I reported the review and Yelp did nothing! I then had other verified customers of my business log reviews on Yelp and they denied all of them! They are listed as NOT RECOMMENDED! I called Yelp several times to remedy this issue and they kept saying it is how we operate! YELP is a BULLY! They Bully small businesses like mine and provide no solutions to their deficiencies. DO NOT USE THIS PLATFORM!,Yelp,2026,Relevant,Service Provider / Business,Review trust / moderation,,Review trust / moderation,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a04f4ff1e11db00376de395,1,2026-05-14 00:02:39+00:00,Rimuovono le recensioni dei clienti senza motivo dicendo che non sono raccomandate sulla base di non si sa che cosa. Impossibile fare business su yelp,Yelp,2026,Relevant,Service Provider / Business,Review trust / moderation,,Review trust / moderation,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69bf4f461c4a23e994367396,1,2026-03-22 04:09:10+00:00,"Those are scammers 
they make the leads themself 
you will never get a hold of that client ",Yelp,2026,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69a04b3247ac717290123dbe,1,2026-02-26 15:31:30+00:00,Nutzen einfach Adressen ohne Erlaubnis für Einträge in Ihrem Bewertungsportal. ,Yelp,2026,Relevant,Service Provider / Business,Fake / invalid leads,,Fake / invalid leads,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a25bd0086d63ccbff11ac63,1,2026-06-07 20:48:32+00:00,"I listed my small business on Yelp thinking it would be a helpful free tool, but it has turned into a nightmare. Ever since signing up, I get bombarded with aggressive sales calls and spam emails pushing me to buy overpriced ad credits. Even worse, I tried a 'free trial' for ads and canceled it within 3 days, but they still managed to hit my credit card with unexpected fees. When you try to reach customer service to resolve billing issues, they are dismissive and incredibly rude. Total waste of time and money for small business owners.",Yelp,2026,Relevant,Service Provider / Business,Sales pressure / contract terms,Billing / refunds,Sales pressure / contract terms | Billing / refunds,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
6a62296a45c76542c6b7353e,1,2026-07-23 16:47:06+00:00,"I’ve had a frustrating experience every time dealing with Yelp’s sales and support teams.
First, I was told during sign-up that I would not be charged for 4 months, but I was billed over $1,200 after 2 months. When I contacted support to resolve the issue, the charge was ultimately denied and never corrected. I was told I had to speak with the person that signed me up and they could not be reached.
After paying this amount, my search results and visibility were still very poor, which made the situation even more disappointing.
Separately from the billing issue, the sales outreach has also been difficult to deal with. Representatives frequently schedule appointments or calls at times when my business is closed on purpose. Emails and follow-ups often go unanswered, and returning calls can take a long time. After waiting for over an hour they will answer the phone and hang up on you in a second or the line will simply drop.
When you do reach someone, you may be transferred between multiple people who say they cannot help. Fixing a duplicate account took several inquiries. Some conversations have felt more argumentative than helpful, and overall it has been a very time-consuming process.
I also do not like the basis of the business model. It feels like businesses are given pages with incomplete or missing information and then pressured to pay in order to make the listing look decent or function properly. The ad program that was supposed to be free had zero real life sale conversions.
Businesses rely on clear communication, accurate billing information, and responsive support. Based on my experience, Yelp needs significant improvement in these areas.",Yelp,2026,Relevant,Service Provider / Business,Billing / refunds,Customer support,Billing / refunds | Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69c15d2aaec59ff48a175c34,1,2026-03-23 17:32:58+00:00,"Stanly Steamer was absolutely horrible. They didn't get stains out. While polishing my wood floors they sprayed the chemicals unto the walls.  And after I gave permission to one of the workers to use my bathroom, instead of removing a mirror that was in the way he got pee all over the wall, floor and toilet.",Yelp,2026,Relevant,Customer,Provider quality / no-show,,Provider quality / no-show,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69ca9d884e81f206823f8c42,1,2026-03-30 17:58:00+00:00,"
Bewertung: ⭐ (0/5 Sterne, wenn es ginge)
Ich bin fassungslos, was für ein Schrott hier abgeliefert wird. Ich wollte mich lediglich anmelden, und was passiert? Yelp dichtet mir einfach eine völlig fremde E-Mail-Adresse an, die ich nie angegeben habe! Das ist nicht nur technisch unfähig, das ist bei einem so großen Unternehmen ein absolutes Datenschutz-Debakel. Wer weiß eigentlich, was die sonst noch mit meinen Daten treiben oder wem sie meine Infos zuordnen?!
Fehlerkorrektur? Fehlanzeige. Man wird in einer Endlosschleife gefangen gehalten. Und der Support ist eine absolute Unverschämtheit – man wird mit dämlichen Standardfloskeln abgespeist, während das eigentliche Problem ignoriert wird. Das ist kein Kundenservice, das ist reine Schikane und bodenlose Inkompetenz.
Spart euch jede Sekunde mit diesem Verein. Hier wird wertvolle Lebenszeit verschwendet und man muss sich um seine Daten sorgen. Nie wieder!",Yelp,2026,Relevant,Customer,Privacy / unwanted contact,,Privacy / unwanted contact,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69b4c33eba4d93e6a1b729ea,1,2026-03-14 04:09:02+00:00,"Yelp is your typical big internet business.  Unresponsive, don't care, they have their one-size-fits-all policies, can't resolve any problems, and just leave you feeling like you've just got f..ked.  I paid them a lot of money and got screwed.  They are the same as ALL the other companies, don't trust them, don't pay them.   They may help out homeowners, but they screw contractors, and you'll likely get NOTHING out of it.",Yelp,2026,Relevant,Customer,Customer support,,Customer support,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
69efa325e6e585aecdf7612c,1,2026-04-27 19:55:49+00:00,"In the four pages of small print I had to sign was the wording, ""If you fail to make any scheduled payment on time... the 'Same as Cash' Option ends. Interest will then be assessed... from the actual completion date and the 'Same as Cash' Period will not be interest free."" (Although that never hit my radar as a potential problem until it was too late.)

And although that seems mostly reasonable, what it means in effect is that if someone is late by just a day or two on one payment for any reason, that that the entire Free interest provision in the contract is void.  

In the spirit of agreement, I don't believe the $1200 they made me pay in interest (for just six months) was justified.  I talked to the rep when the problem occurred, and they didn't sound like there was any problem.  They simply put the payment through again and it cleared.  Also, I ended up paying the entire amount due well within the one-year deadline! (I think I paid it off in just six or seven months.)

So, even if Bath Fitters (and their sheisty credit company) is technically within their rights making me pay all that interest, it sure doesn't seem justified to me.

BTW: Another misleading (Fraudulent?)  claim they make is that the work will be done in ""Just one day!""  When I asked the contractor why it was taking two full days, he said that it almost always does!  ",Yelp,2026,Relevant,Service Provider / Business,Misleading claims / transparency,,Misleading claims / transparency,Medium,Ollama qwen3:4b-instruct + frozen V3 codebook + deterministic side check,ai_label_needs_audit,,,,,,
